pubkey,balance,transacted,fee,sig
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2723115753,0,5000,4FAktrkkRZmJNYyYCYzLVf2wuyte56MSdU9UskBwswyGEqiQtDkNaVS6Zq6KmPKpvGcKVYRe1ePo7ssHkgV3h4x2
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2723485753,0,5000,3NseKgi5DtuFR87Jz5ZiDFsgrHXHaLgphdvJdi7QBXknnwzwAYhkGfjFdkCL1wVSPiYZB9kcR4SVCm2PdJAawvn2
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2723555753,0,5000,4NaW8wiR753xFShBBpMUEDrg4Qp9TLsm2kGcmndVjVGzzB89jAcK6bPNKrtUD4bmVedkyceKbGQDNbEK8NC6Z2Xh
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2723585753,0,5000,29WsVZQJZmCsMUQiKAH8Rcp7L9Ynt7coG52rMfw1FJUZyc7tmJahbAkcbZGSt5NavrGmoWs7MQdQdies5EaX4Vq1
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,198911936,48228000,20000,4GYkSgsJ7CFvVx9hZqYbZRLpBWSKspmy6LRzfN9hebaEYe2b1C8HKzwNTVbv3PTSS69VNpyT91be2x893ufSb87N
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2723635753,0,5000,2ZLW93BUyV3CGg8i2CZe7hf2D9D4veKj8SXcS2Skg6PrctowvjgkYea8dMQy119fMXDEK8hnNUamUn9WsCHCg9sE
7PfTuPTCB7qCxrsyZQeBCRknD5PM8QbnqfWKmamfk5W9,135099793,312000543,20000,4hz474BJsyiEQaGRERXgxEDCht9KmaP4WiV7NM5hnamJgzmYsQRTDuYPwErpMtew9EG2RQ8D5VvtVK1CAyrvhLp6
GHWqUSv4LCaoXy48MVrdbmptR2o5emGyt1DHKPeq7tqh,35016179,10000000,20000,5jAuQWteHMSSWcibPmYq574RPrEh491Cm77PckBSArad1w6TpdBGNfuZpuDGnMd64qHiFRDXi3zWLMcWtj88qDcK
7nDSrtf8iak4if2t1zydxz9AKHt1TXdDp4drzmmhUFDP,457277533,99881818,15000,2iY8HZMwqhypC9LGvpvmQXtnJkVMuBHXsYRUdkdFA1QvaxLaJ7pq6Z2FdE6CdbawpEgvHNxgNN8TWi4qqNGBG2Uo
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,2724005753,0,5000,4owYNf8bo7UnExDnVoGVYHCMpNsVtcbATFgyLAbk3EV5rxZfH9QMgRDQ2HFDcqNSBbbbHkvZScfwbBJf6EWtxm6B
8wunSVgiTzuoSt87ryTpQi9nRi9pxLw7shL78BQs8tPQ,349916558,674595594,20000,3oWpdykhfyZqh78SSgT5X1RPcMPLMojEgUymeTnN33cVzBrnWuFptoUddC9GyarRHFDHAn2jRo5DV5TsK5bXCw3f
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2724505753,0,5000,YtreFqX5rJ1cJkgeZbKpZ8sN5M9k6crXdq8MJmdVUbVcZALRNzBqfN6iD9i4JRJzJanhrHzRPonC3eKHJSuG7jq
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2724785753,0,5000,2oHDo6qjtuKFyACbK8RhF4BSc2Grf2eJGydzdbJKWdvytqMXFcRQSeQzNj5nofkYtjTWmHWxEXvPs4DpfyqVeGiS
3YYYvzosyrgthmjfDt1QgJ3ivXDZAJXtQ5zkHhvMTJcm,1148409120,-3,20000,48ns83AinGufhjvEUNGUxUqgKX5DaHHH8qFzLJPrt4VQzUz55hwKnEBEkesyYGRaeBnU3B3pdiHb2vVKHkkZALBC
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2724870753,0,5000,As24uKS6fdNHq4o23wwMMzT9Um6EhRBcrEYix2e2U329rrGm8bJZESFDYLdVJrFX5JMvx4WhED3MMFmBaB8KGUL
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2725160753,0,5000,42YcvG6xfWbaxg5Tt7yNr8KbaZDdS4WA6sFj24o3TKZrFBeZaUzoACQWCCjQwi1DySw7qjQ1Ts73hYxMa6b8B57Y
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2725145753,0,5000,xbweuc7Tm3NoxMurDRybHKqRVi5a86NyvU5azcieHrKQcXCxBYhLZF8mifdmaavLetgGSusFLUtbdeDbE7i7Lbg
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2725190753,0,5000,i8oBn7qsv21kVqcD1uGBE4Dn8RgqQztnsxuidom5BNfyFLDwgZmpJ6p52zzEpDFiRRDdkk2JQPp2rPNsvm34yHn
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2725470753,0,5000,5ZVseqCt2UZMLeu4JMk2XSqBxhTBjLeszXhpVpmiLg4vA7DuuHBPGHK32Wjxv9hoGCCcHPccWSwyXfUjynqcJzXT
7nDSrtf8iak4if2t1zydxz9AKHt1TXdDp4drzmmhUFDP,729773956,670000000,15000,5nQns1SmtpbL61GibFBNaavk8DbfnQAqt63K6vbxdYf3aNehVJP9SBzdBeoDRTzeffoEW4NT1BYrYjF4TRy9FDHE
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2726045753,0,5000,5yEt2vWcwRtPZn9g9JYKeyH4287cmn5EYDSeBFRYZzqUmcZTpuxW9eDhgEXeTzwr1e32k4FfREkraPq5nmVCQrDX
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2726145753,0,5000,4Zoip3H5iqDC1fsvNVTS6W2BqjDh6JWdDNyBS1Xyb33gb8djVjX1vHQeLDbSKo2E1ChoYKbR9Ex2XuZyYcNsthc4
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2726620753,0,5000,2CMDxATztbdPYeuFfQGfQ7MmfinromD6Zkc28USmbVxohRsMWaRHmVMyz66XA3853aUJNC4wALycM2KH4g3oti9a
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2726800753,0,5000,hjPVUug8FAjxDnmcUyACfurqmjZsJJfCAbBEM9Usg7XLW4SuBKNL4BgY18KJ4GqJngTQYYBapozYtCoji2WQpYc
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2726830753,0,5000,66585RvbRm75dGgE9dciR9xEFC3J38JyXCkowzzq5Ag9wNk32G5k6WnSzJG6Y6YigZG51MTa39gVLuTSyXrnZtXb
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2726890753,0,5000,2zGmTtEEs3BiQfqf1xgcWVGjQnRt8MT3fm5C9SrtGsLju5eHzRQfeKp9B1LuBZzzVCayHu9TwaH96cRcsdWExG79
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2726990753,0,5000,3He1QBKj4irRPtYXd7snBCro2XEW9ij3K37QgjrJLAcFFbX5Fpe7tihpnCg97VFnHDFW25XdAU2hBBpVa4Qdndcg
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2727300753,0,5000,3UiDMuX152M77vvKoQxJMxcCUQkhgEzJTotFqMTCDunDgkL5Tgbwvoj3X5c5xwJz2bCSimZciBS9nLDESEyKyyCH
7nDSrtf8iak4if2t1zydxz9AKHt1TXdDp4drzmmhUFDP,236937276,234469280,15000,2PoHiVsopdyRWFmWZ4VEitBSqwZTsUd8R8VGcNi1iDtv1tnpSmrDckcSRCvek1mn35zR1wbmPb6yPifi2xJ6w8wi
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2727510753,0,5000,RCb9dJYp8nhjFYoNjyBiyAjphFT7CShNDhG6x2UrpB3fLnfTQueTu2Y81cHppfaHkS1vMgrrtxADZ9mumCVciYZ
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2727790753,0,5000,9RecWBTqb4cW9dDp5T3okLMd6DGZwn3dX6EncYKG48pxnvuUKK9EHtcFH4i5gb25BnXRQvkhFtU6f7Dw4G2XmcB
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2727800753,0,5000,2gGJk5wrfaABmx5Xw6iw5haynH5hwGo8HTpA7W9Xkf41uu8UqhsJ4gwVByccfBT5vg8vhieZZ7DVQT4yvnFfvNz7
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2728070753,0,5000,2aq6vMYLTe6Htk62zNXUfCnCwv1AbE1EZdCtmbW4NkZu5csKSvuyvkKHwkbPqBRSCByhMPoPC6JA6B2AycFqNLCU
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2728065753,0,5000,4t8aKF2xALXTG2dThUi5Q1To5CHPVr4GcWh3r6y7Un5wduvrowafeHDrQLVTUxf5KXZUDTy1sdGwkYx4KobkCvVJ
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,2850714424,49999998,20000,249hP5JYCm2JqPgFd7eQ1kKd4nWGEc8fiFBuNvCcneqFkKjo2AiaQGPdKdkFxm3nCXNoxhWRSSVfnaWYiahghohB
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2728105753,0,5000,5yW1FrHazuuXS9BnedUDDxWYzS2oYieTkvYRMqV8AGeQjX1FcZffZen35fgPV9nE8uZLWo87kSsEzJq22ZnXx3je
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,2900739421,49999997,20000,5ePGRWBX5qjKzvef8qzq4zDU6t1R6oGV1pb9sydjPeuMa2D7JqUzMDFkFtGrJoLhM4yXCJYy8cRzTcz9kz9qYUf5
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,6856222854,0,10000,Jw5ZKNVyqe6DQYFQCHE6Bo259ntvZDgcdvDbixw1p8FpSgFqX932CT58zkK6EnJKYZxoYcVE2C7LndEGKnPoGdF
EAvLj3zW236pUSSSzwjL18QuPpkTxkWaVSR5GdX7yiNa,149221633,56999999,20000,3FUkQkbohFPobRez1RrWK4FXnCYJ6raPpVqyRTNV4P2kNZevvmV2SVMAfdKBK1Sk361oYrFbarMRft1GNGr7Do2y
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,6856242854,0,10000,5CCabiyY9j5WqTCKNfTFUbhMoM4zXsxAfWokHWbT2HXyrCXoc2AZ3FmxJPMdGSpZL1ZYyM6e5LtZyP4xgg6P9XyS
J5oBGz2g7oLp4vSV84S1fKZGZX8AipdbDukonz6npdm6,37151662,-1,20000,Zow1KbQrYpFTY9JpTxkXrPAUjWJRtAThVqGsJw4SR48uRUie5iu5DYzPrR1YY9ggPENbqzJTGTzjDEwMTHAsmui
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,6856262854,0,10000,66ka2iq65bPzhrtVun5SToY7YHKVfpT1GM1rfpjhrmLHgxuwvKbiGgYxLLTiFL5SJL86Y7S52d4mPHN89wApfGJC
2KKVkddXGtBwB7T239c7zAiS6R8j4XDtc9B1xtyipVUZ,58814245,2398186,20000,DA9exoECmBmzLDw9JUj6BdnmsgAPYUVNRmN74RkJwJMDxyW7KX37EMEw5FFAdP2ANzk3jPY2ytDduuECzrxZjQS
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,6856822854,0,10000,Ujc6buGVRg8eVCY3pTVSwGZTr2vEByWrxGAAw8RzHRyz8LFJqffdT6a24uuHwCSFbaw18okMGxnAhfb89T7pauX
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2728140753,0,5000,3T1XWDDLyj7XRWGPVpKyZtR8XHKTEavLfWs4Q4NFdNQBTVPC861VoqbsYTirkpopyjzvjfcfqwVybdtRDB3dwUSd
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,6856857854,0,15000,5HceR1HjcRrZGcMDXPsSB2e14bXDvb8zTBpv8jCoP56NCwqxiBrKpQqPERmTsGzkPxGZoCTw8bqLPK2FNXYZoLNG
7nDSrtf8iak4if2t1zydxz9AKHt1TXdDp4drzmmhUFDP,1414532046,258404528,15000,DN3rzD5KTSYwnfjTGqqJPHKoaf4RVq4bqTqWk2pz3a1nPnSjiUpFayRMYyPdKP2tVfDFRCY4XHRncrCzfeca9sa
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,6856842854,0,15000,4UDRa8jsScCEZS3MqEYEckRVsfUK745EvBFbdBQJ76owYkSsfxaeMKfwo7GXD65cKibaZ9kgLKp3rhuxg3fe1Xtm
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,114477968,59999999,20000,2k7P5huEPSQkdnzxjRRpXeZqMHRcuvS2MaMphn64PwvzxBL5VQDWgXKde79JTwa7ifWrgprzWQ5MgSBJ6sjzfqoU
Aeu6Ze897zoAGrbaaYA56tebEeYtgXGVyogkhner2wQ4,165451613,-1,20000,5YgWizLx1ZkVwFLoqiXPZKmLhTgjVZXyLPLAVyq7TKfr9EVWuHWrv9KKvCB4ADXR1Gr3tDP7vmodrzQwDiFmWAit
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,178576527,62039279,15000,3aetZRHTuhfLrXKCu4JT1vm9zLzhRMWTyCuJw2gDNouB3EqeLKnowWRD78hszhxDKDeakpNjc6QnvPYvCZtFPpfU
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,6856877854,0,10000,31nbPU8KU9FPt4pyHAmNmRZB3BeySgW3SknXMScjPqFgJzpvJpStMKr2dSb9GchUpBpiwxiukhmh8hM4c12zpoaL
2KKVkddXGtBwB7T239c7zAiS6R8j4XDtc9B1xtyipVUZ,58640814,90534,15000,3iwxjcrwKNSAQ1ngubppPv7VGyQy1Fib1gf8mgCr4EBdC3KdmBV2gUvaEXwYp4iTcFPnHAzVNfY6FeSvHXpqGgFc
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,6856917854,0,15000,4TBCF5yrq8hWgbCT72WoCMioM1E1NWnedh5Z8XN2yRhFBhH3dD6hubDnCs3YWge6XL7EbgF8TvwAMnBuq82uGWXu
Damqt684op9UbJDFuZUAgpUZ9t1WH27J4xhiagd8PkYe,67128247,499960001,20000,5ExABs15gFLTMbppMKwUwW7pPjE89eJF8Yh22dfoVavkxga6AsT9QVJe8ZTvzDnfBUAXZesfP3TGQ6jPuQkFcEAx
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,6857472854,0,15000,3coaA2ZY4nfv6nnqn9ZzC4pkYEX8MSSoWzSKZ6pKXfrt9MBN9sQdR281s1QbhxVzHXNJR6V2XporVrouY1zTnQA1
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,6814314069,0,10000,3UqPcuKkGY9KPfA9syew6YEtkXpEku5TWneBP6Up1qh8NRpZXpnqE9ErAbieYhVW22fNs4vztT7n4GUqqx7nx2v2
4oEdYDQo2KmgxKN8uFbXbVP14SxWmYetg21jbvMv1xbh,39447689917,102039279,15000,2qoXM9cY8a4hvx8HUf4Motkr1tStgEeQT4sRDxGo2YrtjQ8x4hLxFn7mXQH6RF3pKxCjhR1N2wJ6DHgCuSPY4K1Q
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,6842880994,0,10000,5fc1tYoWJ3nFM4vPYj8pnur4cJo6fdpKh9vaSpwdSVa2BKyseT2eZVCFgrCJ73PzCn81puMQU9dvmYy3F3zFFjbw
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,6858722854,0,15000,3SWkb3yfrf3ufzeEoFfrDAtvPAkfbHgHWeyTtz8buUUnes2Q5C8vcUdcZEfSnvd4u6zzerFuSFNpPUyS428b3CNb
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,6826971165,0,15000,4ijxybAgCeebnY3fin9fDmdy3TxvxFJtMjpQubmDnRoYXJYAUB7WKGheku93W6XMcCUdowaYhsTaLeHa1u5wvqzw
7AECg1KFC1k8oMAhWZQrLo67hQEWMd8KwMDf6LTaWnZe,6814349069,0,15000,AT14XjSHhdtFmWKgGHP7HW62zixiD2suEdnAJXcbmMzVfyoYSUYLH7EeUVL2iVYxruLpWTyCSExBC5Mbr4VPD9s
GtKfHKHB2uZeiDZ5Q4ozdBhQsMKFKAcBpQjfXqWkmhjx,36784962,60589962,20000,3HoyvCU6XKZZU2Uvo4bcGzd5ZGpTQdw11u3p3HYUyGqR5ikCEzn7ePHhxDgkfEGcWrgkenq42eAZV3A3RBDbAVVw
D2PVQWhA56MdcPwZxJr1du1FGPufoemwgwFB9m3ELquC,32547444,0,20000,3jYeHHpeu2NFVshSTkFTTSCcxaNaDBevg3bKRjk6HNo8W5feeqvZxqsjfGMgnVZQvMxeYLBRWj2YVnwQtMy6UTBU
EFw4sVcz3mQytMH2aLJrFxANPSq8c71Y8BTiBKautdqP,4204429,25535810,20000,AwKANp1vLGCk8NP6vrHXQgnYN6gHsKrqaUVT4XSYL7R9NShvinsFhLa4oCCRsiWjaZQdoPGeWT1x5iTjUosy83u
7ucjYsi5q3hkzTj9FhTtaKKoTbX6bUG58DV1AFJhjAsm,1406770132,918333130,20000,5w4QuPf4TsKXF8yRRorDypuECyi6Qmz1uE3fZNU4H8CN4zsttwfiRsd5i86pbrmCCvFHPPdosQxpc5YLGpGkbkZa
EyYHmhci3MoPhPj1hTrkStrkmfJjepiWw8jnDXk9f5uC,1992125626,0,20000,5D213X9xNbzBGVvsp1dfUTFev7m8bBNToB3vcMXH13tBDEqNueUpdz1bEE5JCor1YADrqmLCuAe2KMeEL3X3Lpeo
5Q544fKrFoe6tsEbD7S8EmxGTJYAKtTVhAW5Q5pge4j1,6814414069,0,10000,9ooLhe8z5rgCFsJu6VgAK73vaBMuEHDhQiJXCX3Ke1q15HtEvkqtTPL4TWoK4i9Gsj592uihrLssYoYVTnttmmX
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2728410753,0,5000,nuDDpFnCvsHK94iQMKce6pmcw4x929u4kvFWKb4UT7JCDK7FiWBXmVBVwdy3qVGF55wkR3yK1nzGEDrHe8M7sKX
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,100163314,26499998,20000,4R149cNxSKVEYoSXw259cnXnesABSCeYUJpKK63MUPsTx9kpJ1tLZMWuuKUVwN2WhmYKP2C2g7FKW77eUVmnmnTb
7ucjYsi5q3hkzTj9FhTtaKKoTbX6bUG58DV1AFJhjAsm,406785132,999970000,15000,5uSWhqRgSvqPMp2tqjaLtDi3jyiZ25FXXnjP7Zet3pxMCASw8hLW7HwMbB6WFktVqY7ZS6qcAPDTqRmSbcXvbAMM
7779cCJbu8LzEPhTM3gtUEBjBLqruqzXzb42jKLZ1e4w,1545971024,60791195,15000,33GNNNAeuBnUkZcfA15ZJi3NTyaedF3RXt5dXFn9mxdmtHWKgMy47ps7c4kcFTnr9a8nUK1sDXCLZRBupWEwdzTy
2EbZYM56netQ1nrqvr48SGPs8fBKNamRJj7sCjF3u3eh,969996133,30661408,20000,5fmY2VmshRZmX15bA8yNBiE1sf9YJRHa9pK3Hz1ASMHcuRtTk6sgkknWPEe3phDbczb1E2x66v3mkjZMvVxeU6XX
6nL4UZVRkn34Mxb7DGU91U86zhtF2PTX72Ncs64sUFx,161822880,79683566,20000,4P1rejBotYd4DK41EQ5VkgcUZMh8F1wkD7Mb9gxPMwURSxpCTthW61t8wie37CbMTQxUh7vEZov2QC4TXebkUzf1
CRDpcDHa3h9jAFXL5VhLigtxoLU9yGyPUufAk8JGcx1j,49990000,-4,15000,5hNSVCVq4okn7iHPiAjcxT4pGAhN4bvAzKMrUKCJALgGR3TwNkTtpMQNGLye7L323cXsGRnfNWjgpY7CHSpKZ8L3
2EbZYM56netQ1nrqvr48SGPs8fBKNamRJj7sCjF3u3eh,927128984,42847149,20000,2avJFJZHX6suYw9ZKCpTakRhuKQqRdFmVZSFgLqofoG9u7VuxY6DPRGjEsis9LCj7gkHcpU6JGs3q4UzvCWJb3Jb
J1iLfXYnWtq4uUpcBq8cAH5KFkhHTYFXMjdC8BZh3dQ4,80386338,527393711,20000,2SAw9rgagSoMaE5vQaQ9bjH2UoucCTCaGUyYghQV113nfjQtTToGgVAiLaxycHEDHjjJWcD6Ue5SEapuYAAJqwiw
rCyNSei5QtUuNyND9xR8UJ4XtqjYnxoAbRCKZ2Wc2zP,4480002,24435792,15000,3iPi6JXEWPf9RKEiZyuQFKHKUcagErVQWWcBEWta7DGKrhopnF1t9DdofvKYXDb2WHre6BYUhG4kbt23Tdrvy3zc
7nDSrtf8iak4if2t1zydxz9AKHt1TXdDp4drzmmhUFDP,471877414,256147540,15000,5fyVt3UBWJS2EJjzRiURXkMQTx8i2QwVdx4ArLfWYgxuNAQSP7yeibnCezmtQMdLuMaz6ivAgdHaSodubBt89Uvi
2KKVkddXGtBwB7T239c7zAiS6R8j4XDtc9B1xtyipVUZ,58592764,63050,20000,xKuk7yXrgAJP4AAZNSzCPT9qwmfb8UvqhyQMRzabcvNfk1CyGs37tY9dLVu2Z2MQHn6fTKSnhibNx9HZGWc3djS
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,510244369,505744365,20000,4Y9FXGhN1SV1xBRcZspuLF5iEGbXfU76udLksZd3zF33fAi5tdPhzGZ5QtYiDd6ChsU6mcBRon1mXeRaZidEjGyW
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2728600753,0,5000,zwWShDQVuct5FXC2kHBwPeQEygFqbwpmPR8YVuUTyWyAWiyPponM2ESL3kuheGN8WU3p1cUWF9ozwGjRGAyW6Nh
2KKVkddXGtBwB7T239c7zAiS6R8j4XDtc9B1xtyipVUZ,58406144,171620,15000,423ZYCF6hpmokVZGQB4YkrAqgUcKumatoSiJy9osGJQvRkbgBpK4bpq1BFqQEoFaktdGYCsVuZtJTieQrnuGfxhc
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2728720753,0,5000,59iuXcCNg1thMxQmxzuL6s4vdxC2mAyZp6vxRqbsyCoB3F6Kh8o5T7MfWT2h4ocRogxznPQYvsZ7N29iP2q5GaxU
Dt1UwkotswDici39R723BKAZGM8SR1NbZsjGuv28ELze,5283075,2984999,20000,2HcGmng7SpuAjzYyzNc8wfNPWBJ5QDcC25DFt3uSarYbQCXSpGNZtKdJF8YPt57Qd6vcwhwcgZe2AdMgY9cYjcAs
DPRJuYrS9D9yHFV38iR72wati9NQhmn4s7vji3S5JQtE,2420721,109172615,15000,5K8irpB7DnsGzWZuMDofXnLBimtUhubMmoM4SHkKesi4zjuWUCLkMS5uRdn6y1SqMKd1pG8egyWzcrUCsHYyu89v
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,1562626402,249999997,20000,21cvw8zCQYFgtHYeznK8W4PuJF3ueJpXayfcFTr77EF1DHvWVeHfyKf5npBr7MAFgq2LfobEmSoNNorPATgJgjev
6ExSrN1JBgf4cejXp4CBu7FdZdXZNzBxCdLzt36D5XBb,19214878,78961052,15000,2tmfcQEqVdszVmRixAp18w68qSpPJ5iJV9Qnfu1oQW6QZXBUVwFmjJGBW5v9CVaWfabRaXijkNDJTAH5iTatK4qR
8dd6jRvJ2Ct7bRWLpHLYUPpB54LSQ1x1nCT2PKU2RrTi,50801975,-28,20000,21wKHwgJFryzUUizip27qntLTnxnkMQo3SrtU2ZrCaECz5An81t7kqGnAUeu1XhSTE7pnpJgFfTU7411LSbrugFk
FnZtUr9k7RfU3XoK6Ahm65mwRi8brKhwcDZiB1ikDeCs,13645840624,302039267,15000,2wrt9FLaHD3KTLR7XgFv9Se55ujAoha76LK228gR5UyRrvTPYZ8qX2rxHjoYayzHJpVJkRmJD4EtNrc8UetkhYAM
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,294453681,189999997,20000,41wVrRKrPGNK8oBanyzFAcoMKPWoPUXo1A4ug38TSet5DrpWifxCXPYhKFSX6YJJpMSe935qAhY9s5SdPZ7JG2Mm
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,1824690678,259999996,20000,27UtAAoHKUPgT3GsVkHNGaRqjsyMPqbdCMacMaBm3YPGfL7Lgt5LnvobveLCNDTsXdtknPK9dMH9djXVz45NQ9Ub
B52XRdfTsh8iUGbGEBJLHyDMjhaTW8cAFCmpASGJtnNK,2076754955,249999997,20000,3yN7J3FeYMqeE5R1LwoUxsJBuCtnJbWLeaDPAfaKMCb1qw8fA2mTx99z7B1jBhKDSHUgWtAyAyZqCxz1BUhNZeDE
Aeu6Ze897zoAGrbaaYA56tebEeYtgXGVyogkhner2wQ4,165341375,175238,20000,QWTtjvD2uYXfd4CyFJ24uGjxwjyPHF7tnL8EbUGTruV4ArduRH6vkJH4ektQxRYxEP7sNaqoRNLHbBJgeyHCDSp
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2729110753,0,5000,3piTVcu7teWcbvhKg4BBH5Cso46gi6gyCBMXJwhoJZeTDmMM2DiHBW2ScbSaySfuPdV7GZ6CpTwMAJtexR1Y3sdV
7nDSrtf8iak4if2t1zydxz9AKHt1TXdDp4drzmmhUFDP,215381375,50000000,15000,5F478ppUTDKmVDBBbw41QzZeBcDd2s4c6R278v7D53JKifikKFEpCEhg5oB2dVHmiJ1dH4cBkroDb4f65bkh14tn
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2729255753,0,5000,4TK16BRjJXWuBVkogDZ41m2HGgJUwFd3Gjh9RKdmQP4uWRWd9iaENaXdZDNWCsDiDNUBQjSmqKkSG1CGMN1vvFnA
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2729900753,0,5000,VFLUhSDqnvicRbDx9f7tD9XkuAepqQLdVzqoajbFphhHrFqkQTbxzLKTxEDnFCBLiaxtkpEmZgAq1nWvhWJs1M6
A42F1SxnAv6j7mX5GE8ae2kJ9xQySmLi5EA43ktgf2W9,2200537,18368417,20000,HcH1QHjwkCtvjfQ9DPwrEqrKa1tSa2duperFSGGAuJYzY1hXCr9YKq4MWKCRWD8sHTuKniT6YWeJhBaqnjFhgJR
7aMFk2CEo33Sb9R1a1W6q2HxZ1Z97hbLedDy3ZgHJ4i6,2729960753,0,5000,62FP7t25BmsrpephH7puZguR61PpM8jSNtbbc6YZKUEPp2hbuZJMxZ4uHVpnvSX9YVS8YUwegjdmyr1tHWQMi4rv
